Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1965 [YR1965],1970 [YR1970],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],last_av
Estonia,EST,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,37.7627118644068,38.2140512147078,38.2747603833866,38.2414515003489,38.0952380952381,37.7358490566038,37.3364126250962,37.03125,37.03125
Estonia,EST,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,67.9827194213867
Estonia,EST,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,66.4032135009766
Estonia,EST,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,54.7,49.5,44.6,40.1,39.3
Estonia,EST,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,26.9,26.2,25.4,24.8,24.5
Estonia,EST,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,20.7,..,19.4
Estonia,EST,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,5.5,..,4.9
Latvia,LVA,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,..,..,..,..,..,..,..,..,1,3,11,19,61
Latvia,LVA,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,..,..,..,..,..,..,..,..,1,3,12,20,48
Latvia,LVA,"Age at first marriage, female",SP.DYN.SMAM.FE,..,..,..,..,..,..,..,..,26.7,28.1,29.5,30.4,30.4
Latvia,LVA,"Age at first marriage, male",SP.DYN.SMAM.MA,..,..,..,..,..,..,..,..,28.6,30.4,31.9,33.1,33.1
Latvia,LVA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.7,13.8,14.6,14.2,14.1,15.4,14.2,8.7,8.6,9.8,9.4,11.1,10
Latvia,LVA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10,10.1,11.3,12.2,12.8,13.2,13.1,15.7,13.6,14.6,14.3,14.4,15
Latvia,LVA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.94,1.74,1.96,1.96,1.86,2.08,2.02,1.25,1.25,1.39,1.36,1.7,1.6
Latvia,LVA,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..,..,..,..,..,..,..,..,..,..,0
Latvia,LVA,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..,..,..,..,..,..,..,..,..,..,0
Latvia,LVA,Length of paid paternity leave (days),SH.PTR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,10
Latvia,LVA,Length of paid maternity leave (days),SH.MMR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,112
Latvia,LVA,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,..,..,..,..,17.4224343675418,16.6150271107668,16.1472024033045,16.4455166867712,16.6596372838465,16.5619389587074,16.6985645933014,16.8882323978336,16.8882323978336
Latvia,LVA,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,..,..,..,..,15.4733492442323,14.8334624322231,14.6075854299662,14.7969441093687,15.2678194854492,15.4398563734291,15.5980861244019,15.7065484982767,15.7065484982767
Latvia,LVA,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,..,..,..,..,30.5489260143198,31.3323005422153,31.8813368381525,31.3228789706474,30.746520455504,30.3859964093357,30.0956937799043,30.0344657804037,30.0344657804037
Latvia,LVA,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,36.5552903739061,37.2192099147947,37.3638753285768,37.4346602332127,37.3260227752003,37.6122082585278,37.6076555023923,37.370753323486,37.370753323486
Latvia,LVA,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,52.697380065918
Latvia,LVA,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,55.1879997253418
Latvia,LVA,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,56.2,54.5,52.5,51,51
Latvia,LVA,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,24.7,24.9,25.3,25.6,25.6
Latvia,LVA,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,19.6,..,21.7
Latvia,LVA,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,5.1,..,5.7
Lithuania,LTU,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,..,..,..,..,..,..,..,..,0,2,6,20,33
Lithuania,LTU,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,..,..,..,..,..,..,..,..,0,4,8,21,36
Lithuania,LTU,"Age at first marriage, female",SP.DYN.SMAM.FE,..,..,..,..,..,..,..,..,..,26.2,28.2,30.9,32.7
Lithuania,LTU,"Age at first marriage, male",SP.DYN.SMAM.MA,..,..,..,..,..,..,..,..,..,28.6,30.8,33.6,35.2999999999999
Lithuania,LTU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.5,18.1,17.7,15.7,15.2,16.5,15.4,11.4,9.8,8.9,9.9,10.8,10
Lithuania,LTU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.8,7.9,8.9,9.5,10.5,11.1,10.8,12.5,11.1,13.2,13.6,14.4,14.1
Lithuania,LTU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.56,2.23,2.4,2.18,1.99,2.08,2.03,1.55,1.39,1.29,1.5,1.7,1.63
Lithuania,LTU,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..,..,..,..,..,..,..,..,..,..,0
Lithuania,LTU,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..,..,..,..,..,..,..,..,..,..,0
Lithuania,LTU,Length of paid paternity leave (days),SH.PTR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,30
Lithuania,LTU,Length of paid maternity leave (days),SH.MMR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,126
Lithuania,LTU,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,..,..,..,..,20.3088578088578,18.2991860791468,16.9326480930484,17.1719955898567,17.3192340668762,17.2445255474453,17.1717171717172,17.6058686228743,17.6058686228743
Lithuania,LTU,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,..,..,..,..,18.5314685314685,16.6713443727196,15.4720043278334,15.5457552370452,15.6901971991998,16.1192214111922,16.0638644509612,15.9053017672558,15.9053017672558
Lithuania,LTU,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,..,..,..,..,28.6130536130536,30.5360651136683,31.8366242899648,31.5600882028666,31.1231780508717,30.3832116788321,30.0749429781688,30.110036678893,30.110036678893
Lithuania,LTU,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,32.54662004662,34.4934044344653,35.7587232891534,35.7221609702315,35.8673906830523,36.2530413625304,36.6894753991528,36.378792930977,36.378792930977
Lithuania,LTU,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,62.5379981994629
Lithuania,LTU,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,64.5695571899414
Lithuania,LTU,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,53.1,47.7,42.8,38.7,38
Lithuania,LTU,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,21.4,21.5,21.4,21.4,21.3
Lithuania,LTU,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,24.9,..,24.9
Lithuania,LTU,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,7.1,..,6.9
Low income,LIC,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,..,..,..,..,..,..,..,..,0,3.8173083711883,21.3901827885846,49.8715700223584,72.6871787459626
Low income,LIC,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,..,..,..,..,..,..,..,..,0,4.37400101630711,21.7481978578689,38.4633754049012,58.7076704573583
Low income,LIC,"Age at first marriage, female",SP.DYN.SMAM.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Age at first marriage, male",SP.DYN.SMAM.MA,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.548755833507,47.3446744337847,47.316425525431,46.4673233948683,46.0351000915186,45.6875949137635,44.6780748884887,43.5733079522925,42.0696149903718,40.2005204539482,38.0715049991395,35.8945965388908,34.6211430708124
Low income,LIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,24.8380681612941,22.9148842110736,20.9960529894765,19.3407639313343,18.0574873522709,16.7840271794514,16.1752180550429,15.2222204909943,13.5874313105069,11.5705038775134,9.64566493896093,8.3206596926551,7.76818143483764
Low income,LIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.58151715907333,6.604636271252,6.71510771596463,6.68843054136221,6.67459255342832,6.61445811692735,6.43793875242148,6.23536047329459,5.96451971321453,5.6356172089456,5.24647109005903,4.84169086930712,4.60430325268313
Low income,LIC,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Length of paid paternity leave (days),SH.PTR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,Length of paid maternity leave (days),SH.MMR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,..,..,..,..,40.0895596155286,39.2161845788111,38.1934644998547,37.3324959261096,36.7620181302813,36.0189782712401,35.1664785856294,34.3610911873268,34.3610911873268
Low income,LIC,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,..,..,..,..,38.9737187461288,38.1702397028438,37.2543312691132,36.5691946178547,36.0322638770919,35.4317634731597,34.6095484005844,33.800001534669,33.800001534669
Low income,LIC,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,..,..,..,..,10.4759620398975,11.3404195965752,12.3060569855997,13.0961688121962,13.709493002636,14.4267242448658,15.2976416086819,16.1360006618385,16.1360006618385
Low income,LIC,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,10.4607595984452,11.2731561217698,12.2461472454324,13.0021406438396,13.4962249899908,14.1225340107344,14.9263314051043,15.7029066161656,15.7029066161656
Low income,LIC,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,45.8729515075684
Low income,LIC,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,49.3529434204102
Low income,LIC,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,5.49652717139257,..,5.10298224073484
Low income,LIC,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,1.02717766998702,..,0.877667262795587
Middle income,MIC,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Age at first marriage, female",SP.DYN.SMAM.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Age at first marriage, male",SP.DYN.SMAM.MA,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.4472384300246,38.5655532038454,35.9455612468782,31.7435012528485,29.5638637873474,29.4026751508759,27.4609702969389,24.3477343721084,22.1008576843538,20.7560076775975,19.7719354421747,18.8891061852696,17.995226569527
Middle income,MIC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,20.1848137123327,13.8424348548598,12.1942981456786,11.2115560298705,10.0735434989945,9.50841560324872,8.81245995166979,8.48542237897644,8.12056588351513,7.85262535926294,7.55307781461674,7.25606885036857,7.19587500797273
Middle income,MIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.62688188957664,5.76759695052518,5.4400945444589,4.66296001613623,4.04782498784612,3.80665298732063,3.39763573828325,2.90356033850432,2.67506043343131,2.53570237694997,2.43698148409977,2.37227023917328,2.3351777450964
Middle income,MIC,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Length of paid paternity leave (days),SH.PTR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,Length of paid maternity leave (days),SH.MMR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,..,..,..,..,33.7403616018415,32.4152043389674,31.2274160815319,29.9775685725463,28.8032065877722,27.3271988768887,25.8446580377107,24.3702479545957,24.3702479545957
Middle income,MIC,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,..,..,..,..,34.9733587948381,33.6659600052817,32.3768895647459,31.24529093305,29.9548368992681,28.3773741156234,26.749138153452,25.141267991099,25.141267991099
Middle income,MIC,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,..,..,..,..,15.7532531216089,17.0631260009118,18.3705354856524,19.494338765066,20.7579985280834,22.3204709760714,23.9144452085831,25.5082468309754,25.5082468309754
Middle income,MIC,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,15.5330264817115,16.8557096548391,18.0251588680698,19.2828017293376,20.4839579848763,21.9749560314165,23.4917586002541,24.9802372233299,24.9802372233299
Middle income,MIC,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,39.0881881713867
Middle income,MIC,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,46.9855308532715
Middle income,MIC,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,45.8122456172868,42.4407855507385,39.5380492291031,37.0175576271662,36.5611418713171
Middle income,MIC,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,7.78959925862426,6.10230101120502,4.91678581452025,4.03030412972465,3.88835898880374
Middle income,MIC,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,9.44467624823275,..,9.67126542678818
Middle income,MIC,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,2.05249987254926,..,1.96614334605124
Poland,POL,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Poland,POL,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Poland,POL,"Age at first marriage, female",SP.DYN.SMAM.FE,..,..,..,..,22.6,..,23.1,..,..,..,..,..,26.6
Poland,POL,"Age at first marriage, male",SP.DYN.SMAM.MA,..,..,..,..,25.7,..,26.3,..,..,..,..,..,28.7
Poland,POL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.6,17.4,16.8,19,19.6,18.3,14.4,11.2,9.9,9.5,10.9,9.7,10.2
Poland,POL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.6,7.4,8.2,8.7,9.8,10.3,10.2,10,9.6,9.6,9.9,10.4,10.9
Poland,POL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.98,2.52,2.2,2.27,2.28,2.33,2.06,1.62,1.37,1.24,1.41,1.32,1.46
Poland,POL,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..,..,..,..,..,..,..,..,..,..,0
Poland,POL,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..,..,..,..,..,..,..,..,..,..,0
Poland,POL,Length of paid paternity leave (days),SH.PTR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,10
Poland,POL,Length of paid maternity leave (days),SH.MMR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,140
Poland,POL,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,..,..,..,..,21.0768496955753,20.0649071987984,19.4018505412702,19.2827442827443,19.1958698372966,19.3582159870177,19.6497290504987,19.8472084140024,19.8472084140024
Poland,POL,"Rural population, male (% of total)",SP.RUR.TOTL.MA.ZS,..,..,..,..,20.8383603153671,19.9951721918249,19.3284579696469,19.222972972973,19.0889653733834,19.1907030309375,19.4586245713239,19.6143582230129,19.6143582230129
Poland,POL,"Urban population, male (% of total)",SP.URB.TOTL.MA.ZS,..,..,..,..,27.8836171824584,28.7791009548332,29.3963460983985,29.3788981288981,29.3935127242386,29.181280427158,28.8410691379355,28.6484223745487,28.6484223745487
Poland,POL,"Urban population, female (% of total)",SP.URB.TOTL.FE.ZS,..,..,..,..,30.2011728065991,31.1608196545435,31.8733453906844,32.1153846153846,32.3216520650814,32.2698005548867,32.0505772402419,31.890010988436,31.890010988436
Poland,POL,"Saved any money in the past year, female  (% age 15+)",fin18.t.d.2,..,..,..,..,..,..,..,..,..,..,..,..,53.9196319580078
Poland,POL,"Saved any money in the past year, male  (% age 15+)",fin18.t.d.1,..,..,..,..,..,..,..,..,..,..,..,..,49.6338005065918
Poland,POL,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,..,..,..,..,..,..,..,..,45.6,41,37,33.8,33.1
Poland,POL,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,..,..,..,..,..,..,..,..,36.2,31.4,27.3,23.8,23.3
Poland,POL,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,..,..,..,..,..,..,..,..,..,..,18.7,..,19.2
Poland,POL,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,..,..,..,..,..,..,..,..,..,..,4.6,..,4.7
Russian Federation,RUS,"Access to anti-retroviral drugs, female (%)",SH.HIV.ARTC.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Access to anti-retroviral drugs, male (%)",SH.HIV.ARTC.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Age at first marriage, female",SP.DYN.SMAM.FE,..,..,..,..,..,..,..,..,..,..,24.4,..,24.4
Russian Federation,RUS,"Age at first marriage, male",SP.DYN.SMAM.MA,..,..,..,..,..,..,..,..,..,..,27,..,27
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.788,17.676,14.672,15.511,15.9,16.6,13.4,9.3,8.7,10.2,12.5,13.3,11.5
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.304,8.131,8.85,9.907,11,11.3,11.2,15,15.3,16.1,14.2,13,12.4
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.52,2.13,1.99,1.98,1.89,2.05,1.892,1.337,1.195,1.294,1.567,1.777,1.57
Russian Federation,RUS,Length of paid parental leave for father (days),SH.PAR.LEVE.MA,..,..,..,..,..,..,..,..,..,..,..,..,0
Russian Federation,RUS,Length of paid parental leave for mother (days),SH.PAR.LEVE.FE,..,..,..,..,..,..,..,..,..,..,..,..,0
Russian Federation,RUS,Length of paid paternity leave (days),SH.PTR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,0
Russian Federation,RUS,Length of paid maternity leave (days),SH.MMR.LEVE,..,..,..,..,..,..,..,..,..,..,..,..,140
Russian Federation,RUS,"Rural population, female (% of total)",SP.RUR.TOTL.FE.ZS,..,..,..,..,16.2188889530519,14.972304476572,14.0851440104219,14.0334584998856,13.9816303725709,13.9071651393357,13.755935885474,13.6222888429112,13.6222888429112
